YEAR,MONTH,DAY,PERIOD,RAIN_PER,DOW,SEARCH_VOL,PAYMENT
2023,4,24,1,7.84,MON,0.0,4.0451994000000004
2023,4,24,2,17.52212389380531,MON,36.8968,16.180797600000002
2023,4,24,3,24.444444444444443,MON,50.5512,45.4165569
2023,4,24,4,20.597014925373134,MON,23.7592,66.19417200000001
2023,4,24,5,30.0,MON,24.765600000000003,47.99077470000001
2023,4,24,6,38.275862068965516,MON,0.0,3.033899550000001
2023,4,25,1,38.16,TUE,0.0,3.4532190000000007
2023,4,25,2,33.53982300884956,TUE,39.338499999999996,13.812876000000003
2023,4,25,3,28.333333333333332,TUE,53.8965,51.693642000000004
2023,4,25,4,21.492537313432837,TUE,25.3315,75.34296
2023,4,25,5,30.0,TUE,26.404500000000002,54.62364600000001
2023,4,25,6,33.793103448275865,TUE,0.0,3.4532190000000007
2023,4,26,1,27.68,WED,0.0,3.913648200000001
2023,4,26,2,13.274336283185841,WED,35.8116,15.654592800000003
2023,4,26,3,0.0,WED,49.064400000000006,43.939595700000005
2023,4,26,4,0.0,WED,23.060399999999998,64.041516
2023,4,26,5,0.0,WED,24.037200000000002,46.43009910000001
2023,4,26,6,0.0,WED,0.0,3.913648200000001
2023,4,27,1,0.0,THU,0.0,4.1767506
2023,4,27,2,0.0,THU,35.8116,16.7070024
2023,4,27,3,0.0,THU,49.064400000000006,46.893518099999994
2023,4,27,4,0.0,THU,23.060399999999998,68.34682799999999
2023,4,27,5,0.0,THU,24.037200000000002,49.5514503
2023,4,27,6,0.0,THU,0.0,4.1767506
2023,4,28,1,2.88,FRI,0.0,4.5056286
2023,4,28,2,13.008849557522124,FRI,38.253299999999996,18.0225144
2023,4,28,3,20.0,FRI,52.4097,50.58592109999999
2023,4,28,4,25.074626865671643,FRI,24.6327,73.72846799999999
2023,4,28,5,40.273972602739725,FRI,25.6761,40.089854475
2023,4,28,6,41.37931034482759,FRI,0.0,3.37922145
2023,4,29,1,42.72,SAT,0.0,4.66184565
2023,4,29,2,23.27433628318584,SAT,44.49319999999999,24.8631768
2023,4,29,3,18.055555555555557,SAT,60.9588,69.78641669999999
2023,4,29,4,22.238805970149254,SAT,28.650799999999993,101.71299599999998
2023,4,29,5,7.671232876712328,SAT,29.864399999999996,73.7419221
2023,4,29,6,0.0,SAT,0.0,6.2157942
2023,4,30,1,8.48,SUN,0.0,5.3935992
2023,4,30,2,19.02654867256637,SUN,40.695,21.5743968
2023,4,30,3,10.555555555555555,SUN,55.755,60.555409199999986
2023,4,30,4,3.582089552238806,SUN,26.205,88.25889599999998
2023,4,30,5,0.0,SUN,27.315,63.98769959999999
2023,4,30,6,2.0689655172413794,SUN,0.0,5.3935992
2023,5,1,1,8.64,MON,0.0,4.033022400000001
2023,5,1,2,0.7079646017699115,MON,39.387334,16.132089600000004
2023,5,1,3,0.0,MON,53.963406000000006,45.27984240000001
2023,5,1,4,0.0,MON,25.362946,65.994912
2023,5,1,5,0.0,MON,26.437278000000003,47.84631120000001
2023,5,1,6,0.0,MON,0.0,4.033022400000001
2023,5,2,1,3.2,TUE,0.0,4.590432000000001
2023,5,2,2,22.831858407079647,TUE,41.99384875,18.361728000000003
2023,5,2,3,20.0,TUE,57.53451375,51.53803200000001
2023,5,2,4,22.686567164179106,TUE,27.04137625,75.11616000000001
2023,5,2,5,23.013698630136986,TUE,28.18680375,54.459216000000005
2023,5,2,6,13.793103448275861,TUE,0.0,4.590432000000001
2023,5,3,1,4.48,WED,0.0,3.9018672000000003
2023,5,3,2,4.070796460176991,WED,38.228882999999996,15.607468800000001
2023,5,3,3,5.555555555555555,WED,52.376247000000006,43.8073272
2023,5,3,4,12.686567164179104,WED,24.616977,63.848735999999995
2023,5,3,5,7.123287671232877,WED,25.659711,46.290333600000004
2023,5,3,6,4.137931034482759,WED,0.0,3.9018672000000003
2023,5,4,1,22.72,THU,0.0,4.1641776
2023,5,4,2,39.29203539823009,THU,38.228882999999996,12.492532800000001
2023,5,4,3,56.888888888888886,THU,52.376247000000006,29.220223500000003
2023,5,4,4,61.76119402985075,THU,24.616977,42.58818
2023,5,4,5,60.35616438356164,THU,25.659711,30.876430500000005
2023,5,4,6,61.206896551724135,THU,0.0,2.6026110000000005
2023,5,5,1,72.824,FRI,0.0,1.8716939999999997
2023,5,5,2,81.77876106194691,FRI,40.83539774999999,7.486775999999999
2023,5,5,3,69.18055555555556,FRI,55.947354749999995,31.521028499999996
2023,5,5,4,63.92537313432836,FRI,26.295407249999997,45.94157999999999
2023,5,5,5,50.16438356164384,FRI,27.409236749999998,8.882038799999998
2023,5,5,6,45.51724137931034,FRI,0.0,3.3690491999999996
2023,5,6,1,43.68,SAT,0.0,4.6478124
2023,5,6,2,19.38053097345133,SAT,47.496490999999985,24.7883328
2023,5,6,3,10.13888888888889,SAT,65.07351899999999,69.57634319999998
2023,5,6,4,17.761194029850746,SAT,30.584728999999992,101.40681599999998
2023,5,6,5,23.835616438356166,SAT,31.880246999999997,73.5199416
2023,5,6,6,22.06896551724138,SAT,0.0,6.1970832
2023,5,7,1,21.68,SUN,0.0,5.3773632000000005
2023,5,7,2,12.389380530973451,SUN,43.4419125,21.509452800000002
2023,5,7,3,3.3333333333333335,SUN,59.518462500000005,60.373123199999995
2023,5,7,4,0.0,SUN,27.9738375,87.99321599999998
2023,5,7,5,0.0,SUN,29.1587625,63.795081599999996
2023,5,7,6,0.0,SUN,0.0,5.3773632000000005
2023,5,8,1,0.0,MON,0.0,4.033022400000001
2023,5,8,2,0.0,MON,39.387334,16.132089600000004
2023,5,8,3,2.2222222222222223,MON,53.963406000000006,45.27984240000001
2023,5,8,4,4.776119402985074,MON,25.362946,65.994912
2023,5,8,5,0.0,MON,26.437278000000003,47.84631120000001
2023,5,8,6,0.0,MON,0.0,4.033022400000001
2023,5,9,1,0.0,TUE,0.0,4.590432000000001
2023,5,9,2,1.415929203539823,TUE,41.99384875,18.361728000000003
2023,5,9,3,0.0,TUE,57.53451375,51.53803200000001
2023,5,9,4,0.0,TUE,27.04137625,75.11616000000001
2023,5,9,5,0.0,TUE,28.18680375,54.459216000000005
2023,5,9,6,1.3793103448275863,TUE,0.0,4.590432000000001
2023,5,10,1,8.48,WED,0.0,3.9018672000000003
2023,5,10,2,2.6548672566371683,WED,38.228882999999996,15.607468800000001
2023,5,10,3,0.0,WED,52.376247000000006,43.8073272
2023,5,10,4,0.0,WED,24.616977,63.848735999999995
2023,5,10,5,0.0,WED,25.659711,46.290333600000004
2023,5,10,6,0.0,WED,0.0,3.9018672000000003
2023,5,11,1,2.56,THU,0.0,4.1641776
2023,5,11,2,7.079646017699115,THU,38.228882999999996,16.6567104
2023,5,11,3,7.777777777777778,THU,52.376247000000006,46.7523576
2023,5,11,4,4.776119402985074,THU,24.616977,68.141088
2023,5,11,5,12.876712328767123,THU,25.659711,49.40228880000001
2023,5,11,6,20.0,THU,0.0,4.1641776
2023,5,12,1,20.96,FRI,0.0,4.492065599999999
2023,5,12,2,16.460176991150444,FRI,40.83539774999999,17.968262399999997
2023,5,12,3,3.3333333333333335,FRI,55.947354749999995,50.43364559999999
2023,5,12,4,0.29850746268656714,FRI,26.295407249999997,73.50652799999997
2023,5,12,5,2.191780821917808,FRI,27.409236749999998,53.29223279999999
2023,5,12,6,10.344827586206897,FRI,0.0,4.492065599999999
2023,5,13,1,10.48,SAT,0.0,6.1970832
2023,5,13,2,12.212389380530974,SAT,47.496490999999985,24.7883328
2023,5,13,3,7.777777777777778,SAT,65.07351899999999,69.57634319999998
2023,5,13,4,12.238805970149254,SAT,30.584728999999992,101.40681599999998
2023,5,13,5,13.424657534246576,SAT,31.880246999999997,73.5199416
2023,5,13,6,10.172413793103448,SAT,0.0,6.1970832
2023,5,14,1,17.12,SUN,0.0,5.3773632000000005
2023,5,14,2,7.964601769911504,SUN,43.4419125,21.509452800000002
2023,5,14,3,0.0,SUN,59.518462500000005,60.373123199999995
2023,5,14,4,0.0,SUN,27.9738375,87.99321599999998
2023,5,14,5,0.0,SUN,29.1587625,63.795081599999996
2023,5,14,6,0.0,SUN,0.0,5.3773632000000005
2023,5,15,1,0.0,MON,0.0,4.033022400000001
2023,5,15,2,0.0,MON,39.387334,16.132089600000004
2023,5,15,3,0.0,MON,53.963406000000006,45.27984240000001
2023,5,15,4,0.0,MON,25.362946,65.994912
2023,5,15,5,0.0,MON,26.437278000000003,47.84631120000001
2023,5,15,6,0.0,MON,0.0,4.033022400000001
2023,5,16,1,0.0,TUE,0.0,4.590432000000001
2023,5,16,2,0.0,TUE,41.99384875,18.361728000000003
2023,5,16,3,0.0,TUE,57.53451375,51.53803200000001
2023,5,16,4,0.0,TUE,27.04137625,75.11616000000001
2023,5,16,5,0.0,TUE,28.18680375,54.459216000000005
2023,5,16,6,0.0,TUE,0.0,4.590432000000001
2023,5,17,1,8.32,WED,0.0,3.9018672000000003
2023,5,17,2,5.486725663716814,WED,38.228882999999996,15.607468800000001
2023,5,17,3,18.333333333333332,WED,52.376247000000006,43.8073272
2023,5,17,4,20.895522388059703,WED,24.616977,63.848735999999995
2023,5,17,5,28.08219178082192,WED,25.659711,46.290333600000004
2023,5,17,6,30.0,WED,0.0,3.9018672000000003
2023,5,18,1,31.2,THU,0.0,3.1231332000000003
2023,5,18,2,30.530973451327434,THU,38.228882999999996,2.7761184000000005
2023,5,18,3,28.88888888888889,THU,52.376247000000006,46.7523576
2023,5,18,4,27.611940298507463,THU,24.616977,68.141088
2023,5,18,5,24.931506849315067,THU,25.659711,49.40228880000001
2023,5,18,6,6.206896551724138,THU,0.0,4.1641776
2023,5,19,1,19.36,FRI,0.0,4.492065599999999
2023,5,19,2,5.663716814159292,FRI,40.83539774999999,17.968262399999997
2023,5,19,3,7.222222222222222,FRI,55.947354749999995,50.43364559999999
2023,5,19,4,4.776119402985074,FRI,26.295407249999997,73.50652799999997
2023,5,19,5,6.8493150684931505,FRI,27.409236749999998,53.29223279999999
2023,5,19,6,15.517241379310345,FRI,0.0,4.492065599999999
2023,5,20,1,14.0,SAT,0.0,6.1970832
2023,5,20,2,6.902654867256637,SAT,47.496490999999985,24.7883328
2023,5,20,3,23.194444444444443,SAT,65.07351899999999,69.57634319999998
2023,5,20,4,29.850746268656717,SAT,30.584728999999992,101.40681599999998
2023,5,20,5,31.643835616438356,SAT,31.880246999999997,55.13995619999999
2023,5,20,6,27.24137931034483,SAT,0.0,6.1970832
2023,5,21,1,2.24,SUN,0.0,5.3773632000000005
2023,5,21,2,4.336283185840708,SUN,43.4419125,21.509452800000002
2023,5,21,3,20.555555555555557,SUN,59.518462500000005,60.373123199999995
2023,5,21,4,23.432835820895523,SUN,27.9738375,87.99321599999998
2023,5,21,5,27.80821917808219,SUN,29.1587625,63.795081599999996
2023,5,21,6,26.551724137931036,SUN,0.0,5.3773632000000005
2023,5,22,1,19.2,MON,0.0,4.033022400000001
2023,5,22,2,2.6548672566371683,MON,39.387334,16.132089600000004
2023,5,22,3,2.7777777777777777,MON,53.963406000000006,45.27984240000001
2023,5,22,4,1.1940298507462686,MON,25.362946,65.994912
2023,5,22,5,0.0,MON,26.437278000000003,47.84631120000001
2023,5,22,6,1.3793103448275863,MON,0.0,4.033022400000001
2023,5,23,1,2.4,TUE,0.0,4.590432000000001
2023,5,23,2,8.495575221238939,TUE,41.99384875,18.361728000000003
2023,5,23,3,0.0,TUE,57.53451375,51.53803200000001
2023,5,23,4,0.0,TUE,27.04137625,75.11616000000001
2023,5,23,5,0.0,TUE,28.18680375,54.459216000000005
2023,5,23,6,0.0,TUE,0.0,4.590432000000001
2023,5,24,1,3.36,WED,0.0,3.9018672000000003
2023,5,24,2,7.522123893805309,WED,38.228882999999996,15.607468800000001
2023,5,24,3,5.0,WED,52.376247000000006,43.8073272
2023,5,24,4,6.567164179104478,WED,24.616977,63.848735999999995
2023,5,24,5,3.5616438356164384,WED,25.659711,46.290333600000004
2023,5,24,6,0.0,WED,0.0,3.9018672000000003
2023,5,25,1,0.0,THU,0.0,4.1641776
2023,5,25,2,3.3628318584070795,THU,38.228882999999996,16.6567104
2023,5,25,3,9.444444444444445,THU,52.376247000000006,46.7523576
2023,5,25,4,15.373134328358208,THU,24.616977,68.141088
2023,5,25,5,21.36986301369863,THU,25.659711,49.40228880000001
2023,5,25,6,25.862068965517242,THU,0.0,4.1641776
2023,5,26,1,26.24,FRI,0.0,4.492065599999999
2023,5,26,2,23.1858407079646,FRI,40.83539774999999,17.968262399999997
2023,5,26,3,12.5,FRI,55.947354749999995,50.43364559999999
2023,5,26,4,13.432835820895523,FRI,26.295407249999997,73.50652799999997
2023,5,26,5,16.027397260273972,FRI,27.409236749999998,53.29223279999999
2023,5,26,6,20.689655172413794,FRI,0.0,4.492065599999999
2023,5,27,1,25.632,SAT,0.0,6.1970832
2023,5,27,2,30.79646017699115,SAT,47.496490999999985,4.1313888
2023,5,27,3,29.166666666666668,SAT,65.07351899999999,69.57634319999998
2023,5,27,4,26.865671641791046,SAT,30.584728999999992,101.40681599999998
2023,5,27,5,32.465753424657535,SAT,31.880246999999997,55.13995619999999
2023,5,27,6,39.310344827586206,SAT,0.0,4.6478124
2023,5,28,1,56.712,SUN,0.0,3.3608520000000004
2023,5,28,2,65.05309734513274,SUN,43.4419125,13.443408000000002
2023,5,28,3,60.0,SUN,59.518462500000005,37.733202
2023,5,28,4,60.0,SUN,27.9738375,54.99575999999999
2023,5,28,5,60.21917808219178,SUN,29.1587625,39.871926
2023,5,28,6,43.10344827586207,SUN,0.0,4.0330224
2023,5,29,1,31.76,MON,0.0,3.024766800000001
2023,5,29,2,25.486725663716815,MON,39.387334,16.132089600000004
2023,5,29,3,7.777777777777778,MON,53.963406000000006,45.27984240000001
2023,5,29,4,7.462686567164179,MON,25.362946,65.994912
2023,5,29,5,6.8493150684931505,MON,26.437278000000003,47.84631120000001
2023,5,29,6,19.655172413793103,MON,0.0,4.033022400000001
2023,5,30,1,23.28,TUE,0.0,4.590432000000001
2023,5,30,2,25.75221238938053,TUE,41.99384875,18.361728000000003
2023,5,30,3,26.666666666666668,TUE,57.53451375,51.53803200000001
2023,5,30,4,27.611940298507463,TUE,27.04137625,75.11616000000001
2023,5,30,5,26.986301369863014,TUE,28.18680375,54.459216000000005
2023,5,30,6,17.413793103448278,TUE,0.0,4.590432000000001
2023,5,31,1,4.16,WED,0.0,3.9018672000000003
2023,5,31,2,1.9469026548672566,WED,38.228882999999996,15.607468800000001
2023,5,31,3,1.1111111111111112,WED,52.376247000000006,43.8073272
2023,5,31,4,6.865671641791045,WED,24.616977,63.848735999999995
2023,5,31,5,23.561643835616437,WED,25.659711,46.290333600000004
2023,5,31,6,25.17241379310345,WED,0.0,3.9018672000000003
2023,6,1,1,22.32,THU,0.0,4.3904916
2023,6,1,2,18.141592920353983,THU,35.184897,17.5619664
2023,6,1,3,22.22222222222222,THU,48.205773,49.293246599999996
2023,6,1,4,28.35820895522388,THU,22.656843,71.844408
2023,6,1,5,25.34246575342466,THU,23.616549000000003,52.087195799999996
2023,6,1,6,21.03448275862069,THU,0.0,4.3904916
2023,6,2,1,23.76,FRI,0.0,4.7361996
2023,6,2,2,6.017699115044247,FRI,37.58386725,18.9447984
2023,6,2,3,3.3333333333333335,FRI,51.49253025,53.17460459999999
2023,6,2,4,0.0,FRI,24.20162775,77.50144799999998
2023,6,2,5,0.0,FRI,25.226768250000003,56.18854979999999
2023,6,2,6,0.0,FRI,0.0,4.7361996
2023,6,3,1,0.0,SAT,0.0,6.5338812
2023,6,3,2,0.0,SAT,43.71456899999999,26.1355248
2023,6,3,3,0.0,SAT,59.89202099999999,73.35766619999998
2023,6,3,4,0.0,SAT,28.149410999999994,106.91805599999996
2023,6,3,5,0.0,SAT,29.341772999999996,77.51559059999998
2023,6,3,6,0.0,SAT,0.0,6.5338812
2023,6,4,1,3.68,SUN,0.0,5.669611199999999
2023,6,4,2,5.663716814159292,SUN,39.982837499999995,22.678444799999998
2023,6,4,3,0.0,SUN,54.7792875,63.65427119999999
2023,6,4,4,0.0,SUN,25.746412499999998,92.77545599999999
2023,6,4,5,0.0,SUN,26.836987500000003,67.26220559999999
2023,6,4,6,2.7586206896551726,SUN,0.0,5.669611199999999
2023,6,5,1,16.8,MON,0.0,4.252208400000001
2023,6,5,2,13.008849557522124,MON,36.251106,17.008833600000003
2023,6,5,3,4.444444444444445,MON,49.666554000000005,47.7407034
2023,6,5,4,0.0,MON,23.343414,69.581592
2023,6,5,5,0.0,MON,24.332202000000002,50.44665420000001
2023,6,5,6,5.172413793103448,MON,0.0,4.252208400000001
2023,6,6,1,13.84,TUE,0.0,4.839912
2023,6,6,2,4.247787610619469,TUE,38.65007624999999,19.359648
2023,6,6,3,1.1111111111111112,TUE,52.95331125,54.339012000000004
2023,6,6,4,12.08955223880597,TUE,24.888198749999994,79.19856
2023,6,6,5,25.068493150684933,TUE,25.94242125,57.418956
2023,6,6,6,25.862068965517242,TUE,0.0,4.839912
2023,6,7,1,22.64,WED,0.0,4.113925200000001
2023,6,7,2,15.221238938053098,WED,35.184897,16.455700800000002
2023,6,7,3,18.333333333333332,WED,48.205773,46.1881602
2023,6,7,4,5.970149253731344,WED,22.656843,67.318776
2023,6,7,5,6.027397260273973,WED,23.616549000000003,48.806112600000006
2023,6,7,6,13.10344827586207,WED,0.0,4.113925200000001
2023,6,8,1,12.0,THU,0.0,4.3904916
2023,6,8,2,7.610619469026549,THU,35.184897,17.5619664
2023,6,8,3,13.88888888888889,THU,48.205773,49.293246599999996
2023,6,8,4,23.73134328358209,THU,22.656843,71.844408
2023,6,8,5,27.91780821917808,THU,23.616549000000003,52.087195799999996
2023,6,8,6,15.172413793103448,THU,0.0,4.3904916
2023,6,9,1,5.28,FRI,0.0,4.7361996
2023,6,9,2,4.424778761061947,FRI,37.58386725,18.9447984
2023,6,9,3,5.555555555555555,FRI,51.49253025,53.17460459999999
2023,6,9,4,10.895522388059701,FRI,24.20162775,77.50144799999998
2023,6,9,5,16.71232876712329,FRI,25.226768250000003,56.18854979999999
2023,6,9,6,13.448275862068966,FRI,0.0,4.7361996
2023,6,10,1,26.48,SAT,0.0,6.5338812
2023,6,10,2,31.5929203539823,SAT,43.71456899999999,19.6016436
2023,6,10,3,26.944444444444443,SAT,59.89202099999999,73.35766619999998
2023,6,10,4,41.04477611940298,SAT,28.149410999999994,80.18854199999998
2023,6,10,5,50.54794520547945,SAT,29.341772999999996,12.919265099999999
2023,6,10,6,38.275862068965516,SAT,0.0,4.9004109
2023,6,11,1,30.56,SUN,0.0,0.9449352
2023,6,11,2,37.16814159292036,SUN,39.982837499999995,17.0088336
2023,6,11,3,36.666666666666664,SUN,54.7792875,47.740703399999994
2023,6,11,4,23.880597014925375,SUN,25.746412499999998,92.77545599999999
2023,6,11,5,28.356164383561644,SUN,26.836987500000003,67.26220559999999
2023,6,11,6,30.0,SUN,0.0,5.669611199999999
2023,6,12,1,22.56,MON,0.0,4.252208400000001
2023,6,12,2,8.495575221238939,MON,36.251106,17.008833600000003
2023,6,12,3,4.444444444444445,MON,49.666554000000005,47.7407034
